"","x"
"PAX9",2.34451611197065
"PBRM1",0.390058213114361
"PBX1",1.70567908854381
"PBX2",0.324378677996688
"PBX3",0.428386652747819
"PCBP1",0.162152762515083
"PCBP2",0.203614763290567
"PCGF6",0.722855934880483
"PDX1",1.55270049156733
"PEG3",2.85637366503548
"PGR",1.36315708072988
"PHB",0.309167016578362
"PHB2",0.24011684375831
"PHOX2A",0.323813309323207
"PITX1",1.22947511389286
"PITX2",0.6735487612655
"PKNOX1",0.516974615215604
"PKNOX2",1.89042807574102
"PLAG1",0.971927688061838
"PLAGL1",1.07830773322111
"PLAGL2",0.44318452086018
"PLEK",0.323132969915315
"POGZ",0.317722548656666
"POU1F1",0.134125168488285
"POU2AF1",0.871955456190092
"POU2F1",0.612518261298141
"POU2F2",1.339218802869
"POU2F3",0.792298768205865
"POU3F1",1.05150335534633
"POU3F2",0.918777925126101
"POU3F3",0.0287198314903465
"POU3F4",0.310373107673488
"POU4F1",1.17277024751541
"POU4F2",0.353135267037992
"POU5F1",1.53419479318189
"PPARA",0.202886537414397
"PPARD",0.613455401906362
"PPARG",2.73823705414304
"PPP1R13L",0.293800199782377
"PRDM1",0.423391247744162
"PRDM16",0.0860688839213469
"PRDM2",0.181465187946924
"PRDM4",0.319967267341903
"PREB",0.15497006636635
"PROX1",0.209665156984808
"PRRX1",0.694451125687291
"PRRX2",0.776337566333527
"PSPC1",0.124016785244604
"PURA",0.0252719341823915
"PURB",0.434542972872388
"RARA",0.355222520255776
"RARB",1.25208019856353
"RARG",0.0531173140539005
"RAX",0.601909923007962
"RAX2",0.339535975161652
"RBAK",0.538953421565791
"RBPJ",0.368893284063661
"RCOR1",0.226188106255937
"RCOR2",1.80619392137194
"RCOR3",0.112210664604791
"REL",0.322617468225976
"RELA",0.300067662755215
"RELB",1.0303864507142
"RERE",0.507478750114386
"REST",0.114683191341835
"RFX1",0.363006050741824
"RFX2",0.166216800348588
"RFX3",0.107405432858037
"RFX4",0.436240984433033
"RFX5",0.474558847292958
"RFX6",0.00351659120996661
"RFXANK",0.476988678279616
"RFXAP",0.0581534044681886
"RLF",0.343772329144004
"RORA",1.08709189291346
"RORB",0.734873871280451
"RORC",3.37838215631597
"RREB1",0.42729702662093
"RUNX1",0.60347736350174
"RUNX1T1",0.647923628759702
"RUNX2",0.345565370613368
"RUNX3",1.36763906547326
"RXRA",0.204900052118262
"RXRB",0.114114793791414
"RXRG",1.60135465011387
"SALL1",1.38543639134429
"SALL2",0.558720263014354
"SATB1",1.29467650098493
"SATB2",0.784001445036538
"SCAPER",0.260150415403989
"SETBP1",0.0682072396897548
"SFPQ",0.540361878992324
"SHOX",0.307762806646158
"SIM1",0.670869106711375
"SIM2",1.13371690930053
"SIX1",0.273960290028663
"SIX2",0.0161672906976262
"SIX3",0.73817000007445
"SIX4",0.725470209488958
"SIX5",0.730356108271172
"SIX6",0.116053275815896
"SKI",0.133278785054853
"SKIL",0.998117070787162
"SMAD1",0.200690848876669
"SMAD2",0.27636243657046
"SMAD3",0.115140680369104
"SMAD4",0.178943102733031
"SMAD5",0.0584534302201956
"SMAD6",0.580267440660322
"SMAD7",0.72442139818514
"SMAD9",1.37299195657701
"SMARCA1",0.104117671158658
"SMARCA2",0.562062285533313
"SMARCA4",0.254722584701516
"SMARCA5",0.488961739631397
"SMARCB1",0.624532419874273
"SMARCC1",0.127727891400613
"SMARCC2",0.106763904836004
"SMARCD1",0.820790580481511
"SMARCD3",1.43205513652205
"SMARCE1",0.276273453750001
"SNAI1",0.869417983986414
"SNAPC4",0.668795715319435
"SOX1",1.72265095781344
"SOX10",3.58404928496635
"SOX11",3.34078391576573
"SOX13",0.140110933764924
"SOX17",0.681242158518774
"SOX18",0.704720118916597
"SOX2",0.127261050199116
"SOX3",0.0356044970015219
"SOX30",1.02014563641545
"SOX4",0.909609446643975
"SOX5",1.23825443096696
"SOX6",0.718337561026893
"SOX7",0.448928963331753
"SOX8",0.816891649905106
"SOX9",0.325475274087863
"SP1",0.031944388010932
"SP100",0.996527200495958
"SP110",1.04727722370687
"SP2",0.105438119972531
"SP3",0.459291250108589
"SP4",0.27831690931253
"SPDEF",1.88578661239659
"SPI1",0.534468252839626
"SPIB",0.387345639134688
"SREBF1",0.479714179200877
"SREBF2",0.0925887401125989
"SRF",0.0110763879814844
"SSRP1",0.731634273899336
"ST18",0.0680900373958444
"STAT1",1.5564613893113
"STAT2",1.21993967392734
"STAT3",0.0399601095852375
